startdate,enddate,uid_r,text,gods_involved
04-26,04-26,V426-2,"4/26: The birthday celebration of Yanggong taishi 杨公太师. On these occasions, opera is performed and Daoist ritual masters are invited to conduct rituals. The entire village organizes the ritual together, and funds are collected on a per capita basis.",['Yanggong taishi']
02-25,02-25,V427-1,2/25: The birthday celebration of Wushi shengfei 吴氏圣妃.,['Wushi shengfei']
05-03,05-03,V427-2,5/3: The birthday celebration of Yanggong taishi 杨公太师.,['Yanggong taishi']
07-23,07-23,V427-3,7/23: The birthday celebration of Zhanggong shengjun 张公圣君.,['Zhanggong shengjun']
10-11,10-11,V427-4,"10/11: The birthday celebration of Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. On these occasions, opera is performed and Daoist ritual masters are invited to conduct rituals. The entire village organizes the ritual together, and funds are collected on a per capita basis.","['Houtu furen', 'Zunzhu mingwang']"
07-23,07-23,V428-1,7/23: The birthday celebration of Zhanggong shengjun 张公圣君.,['Zhanggong shengjun']
08-23,08-23,V428-2,8/23: The birthday celebration of Tiangong yuanshuai 田公元帅.,"['Tiangong', 'Tiangong yuanshuai']"
09-08,09-08,V428-3,"9/08: The birthday celebration of Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. On this occasion, opera is performed and Daoist ritual masters are invited to conduct rituals. The entire village organizes the ritual together, and funds are collected on a per capita basis.","['Houtu furen', 'Zunzhu mingwang']"
02-25,02-25,V429-1,2/25: The birthday celebration of Xietian dadi 协天大帝 is organized by Shangdun 上墩.,['Xietian dadi']
03-18,03-18,V429-2,3/18: The birthday celebration of Lisan furen 李三夫人 is organized by the Chen 陈 of Shangdun 上墩. The birthday celebration of Sange sheren 三哥舍人 is organized by the Wu 吴of Shangdun 上墩.,[]
08-23,08-23,V429-3,8/23: The birthday celebration of Tiangong yuanshuai 田公元帅 is organized by the Xiao 肖in Xiadun 下墩.,"['Tiangong', 'Tiangong yuanshuai']"
09-28,09-28,V429-4,9/28: The birthday celebration of Mayang zungong 马洋尊公 is organized by the Chen 陈 of Shangdun 上墩.,[]
11-05,11-05,V429-5,"11/05: The birthday celebration of Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人 is organized by the village as a whole. On these occasions, opera is performed and Daoist ritual masters are invited to conduct rituals. The entire village organizes the ritual together, and funds are collected on a per capita basis.","['Houtu furen', 'Zunzhu mingwang']"
05-13,05-13,V429-6,5/13:,[]
02-25,02-25,V430-1,2/25: The birthday celebration of Qitian dasheng 齐天大圣.,['Qitian dasheng']
03-18,03-18,V430-2,3/18: The birthday celebration of Lisan furen 李三夫人.,[]
04-09,04-09,V430-3,4/9: The birthday celebration of Tiangong yuanshuai 田公元帅.,"['Tiangong', 'Tiangong yuanshuai']"
05-13,05-13,V430-4,5/13: The birthday celebration of Sange sheren 三哥舍人.,[]
07-07,07-07,V430-5,7/7: The birthday celebration of Lufu furen 鲁府夫人.,['Lufu furen']
09-28,09-28,V430-6,9/28: The birthday celebration of Mayang zungong 马洋尊公.,[]
10-11,10-11,V430-7,"10/11: The birthday celebration of Zunzhu mingwang 尊主明王 and Houtu feren 后土夫人. Opera is performed and Daoist ritual masters are invited to conduct rituals. The entire village organizes the ritual together, and funds are collected on a per capita basis.",['Zunzhu mingwang']
03-03,03-03,V431-1,"3/3: The birthday celebration of Xuantian shangdi 玄天上帝. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The celebration is organized by Daxing 大星, and funds are collected on a per capita basis.",['Xuantian shangdi']
03-23,03-23,V431-2,"3/23: The birthday celebration of Puji shenghou 普济圣侯. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The celebration is organized by Qingfeng 庆丰, and funds are collected on a per capita basis.",['Puji shenghou']
04-07,04-07,V431-3,"4/7: The birthday celebration of Wusheng tianfei 吴圣天妃. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The celebration is organized by Lantian 蓝田, and funds are collected on a per capita basis.",['Wusheng tianfei']
09-28,09-28,V431-4,"9/28: Lanpen pudu 兰盆普度 rites of Universal Deliverance. No opera is performed. The birthday celebration of Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Opera is performed for two days, and the celebration is organized by the village as a whole.","['Houtu furen', 'Zunzhu mingwang']"
05-06,05-06,V432-1,"On 5/6: the birthday celebration of Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人 is held. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The entire village organizes the ritual together, and funds are collected on a per capita basis.","['Houtu furen', 'Zunzhu mingwang']"
MM-DD,MM-DD,V432-2,"The birthday celebration was originally in the 7th lunar month, but it was brought up to the 6th day of the 5th lunar since the waxberries ripen during this time and villagers make money selling the waxberries during the celebrations. Opera can be performed.","['Houtu furen', 'Zunzhu mingwang']"
03-19,03-19,V433-1,"3/19, 6/19, and 9/19: the birthday celebrations for Guanyin dashi 观音大士. Opera is performed for two days each time. The entire village organizes the ritual together, and funds are collected on a per capita basis.","['Guanyin', 'Guanyin dashi']"
08-07,08-07,V433-2,"8/7: the birthday celebration of Zunzhu mingwang 尊主明 王 and Houtu furen 后土夫人 is held. Opera is performed for four days, and Daoist ritual masters are invited to conduct rituals. The entire village organizes the ritual together, and funds are collected on a per capita basis.","['Houtu furen', 'Zunzhu mingwang']"
10-18,10-18,V433-3,"10/18: the birthday celebration of Kongfu daren 孔府大人 is held. Opera is performed, and Daoist ritual masters are invited to conduct rituals. This event is organized by Lantian 蓝田, and funds are collected on a per capita basis. The contributions for the opera performance are partly raised by asking for voluntary contributions 题 缘 and partly by collecting on a per capita basis.",['Kongfu daren']
04-09,04-09,V434-1,4/9: The birthday celebration of Tiangong yuanshuai 田公元帅 is held.,"['Tiangong', 'Tiangong yuanshuai']"
07-23,07-23,V434-2,7/23: The birthday celebration of Zhanggong shengjun 张公圣侯 is held.,['Zhanggong shengjun']
08-06,08-06,V434-3,"8/6: The birthday celebration of Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人 is held. On all these occasions, opera is performed, and Daoist ritual masters are invited to conduct rituals. The entire village organizes the ritual together, and funds are collected on a per capita basis. The contribution for the opera performances is partly raised by asking for voluntary contributions 题缘. The directors of these ritual events 主持人 are selected by rotation according to their age, two per year.","['Houtu furen', 'Zunzhu mingwang']"
02-05,02-05,V435-1,"2/5: The birthday celebration of Jin daren 金大人 is held. Opera is not performed, but Daoist ritual masters are invited to conduct rituals. This event is organized by the Baoandian 保安 殿, and funding is raised through voluntary contributions.",['Jin daren']
02-19,02-19,V435-2,"2/19 and 9/19: The birthday celebration of Guanyin dashi 观音大士 is held. Opera is not performed. The offerings are set out by the Xinshantang 信善堂, and funding is raised through voluntary contributions.","['Guanyin', 'Guanyin dashi']"
03-23,03-23,V435-3,"3/23: The birthday celebration of Tianshang shengmu 天上圣母 is held. Opera is not performed, but Daoist ritual masters are invited to conduct rituals. This event is organized by the Yuanmingtang 圆明堂, and funding is raised through voluntary contributions.",['Tianshang shengmu']
05-13,05-13,V435-4,"5/13: The birthday celebration of Guansheng dijun 关圣帝君 is held. Opera is not performed, but Daoist ritual masters are invited to conduct rituals. This event is organized by the Yuanmingtang 圆明堂, and funding is raised through voluntary contributions.",['Guansheng dijun']
06-03,06-03,V435-5,"6/3: The birthday celebration of Weituo 韦陀 is held. Opera is not performed, The offerings are set out by the Yuanmingtang 圆明堂, and funding is raised through voluntary contributions.",['Weituo']
07-23,07-23,V435-6,7/23: The birthday celebration of Zhanggong shengjuin 张公圣君 is held with opera performances. This event is organized by the village as a whole.,[]
08-05,08-05,V435-7,"8/5: The birthday celebration of Lan daren 蓝大人 is held. Opera is not performed, but Daoist ritual masters are invited to conduct rituals. This event is organized by the Baoandian 保安殿, and funding is raised through voluntary contributions.",[]
10-20,10-20,V435-8,"10/20: The birthday celebration of Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人 is held. Opera is performed for two to three days, and Daoist ritual masters are invited to conduct rituals. The entire village organizes the ritual together, and funds are collected on a per capita basis. The contributions for the opera performance are partly raised by asking for voluntary contributions 题缘 and partly by collecting on a per capita basis.","['Houtu furen', 'Zunzhu mingwang']"
03-03,03-03,V436-1,"3/3: The birthday celebration of Xuntian shangdi 玄天上帝. Opera is performed for three days. Daoist ritual masters are invited to conduct rituals. The village shê-temple organizes this event as a whole, and funds are collected on a per capital basis.",[]
10-25,10-25,V436-2,"10/25: The village celebrates the birthday of Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The village shê-temple organizes the ritual, and funds are collected on a per capita basis.","['Houtu furen', 'Zunzhu mingwang']"
03-03,03-03,V437-1,"3/3: The birthday celebration of Xuantian shangdi 玄天上帝 is held. Opera is performed for three days, and Daoist ritual masters are invited to conduct rituals. The village shê organizes the ritual, and funds are collected on a per capita basis.",['Xuantian shangdi']
03-23,03-23,V437-2,"3/23: The birthday celebration of Tianshang shengmu 天上圣母 is held. Opera is performed, and Daoist ritual masters are invited to conduct rituals. This event is organized cooperatively with Gelong 隔垄, and funds are collected on a per capita basis from both villages.",['Tianshang shengmu']
10-25,10-25,V437-3,"On 10/25 the birthday celebration of Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人 is held. Opera is performed for three days, and Daoist ritual masters are invited to conduct rituals. The village shê organizes the ritual, and funds are collected on a per capita basis.","['Houtu furen', 'Zunzhu mingwang']"
03-23,03-23,V438-1,"3/23: The birthday celebration of Tianshang shengmu 天上圣母 is held. Opera is performed, and Daoist ritual masters are invited to conduct rituals. This event is organized cooperatively with Tangbian 塘边, and funds are collected on a per capita basis in both villages.",['Tianshang shengmu']
10-25,10-25,V438-2,"10/25: The birthday celebration of Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人 is held. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The village shê organizes the ritual, and funds are collected on a per capita basis.","['Houtu furen', 'Zunzhu mingwang']"
10-25,10-25,V439-1,"On 10/25 the birthday celebration of Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人 is held. Opera is performed, and Daoist ritual masters are invited to conduct rituals. These events are organized by Xiaoyoushê 孝友社, and funds are collected on a per capita basis.","['Houtu furen', 'Zunzhu mingwang']"
10-25,10-25,V440-1,"10/25: The birthday celebration of Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人 is held. Opera is performed, and Daoist ritual masters are invited to conduct rituals. This is organized by Xiaoyou shê 孝友社, and funds are collected on a per capita basis.","['Houtu furen', 'Zunzhu mingwang']"
08-23,08-23,V441-1,8/23: The birthday celebration of Tiangong yuanshuai 田公元帅 is held.,"['Tiangong', 'Tiangong yuanshuai']"
10-24,10-24,V441-2,"10/24: The birthday celebration of Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人 is held. On both occasions, opera is performed, and Daoist ritual masters are invited to conduct rituals. The entire shê organizes the ritual together, and funds are collected on a per capita basis.","['Houtu furen', 'Zunzhu mingwang']"
02-25,02-25,V442-1,"2/25: The birthday celebration of Qitian dasheng 齐天大圣 is held. Opera is performed, and Daoist ritual masters are invited to conduct rituals. This is organized by the village itself, and funds are collected on a per capita basis.",['Qitian dasheng']
10-25,10-25,V442-2,"10/25: The birthday celebration of Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人 is held. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The village shê organizes the ritual, and funds are collected on a per capita basis.","['Houtu furen', 'Zunzhu mingwang']"
01-14,01-14,V443-1,"1/14 and 7/16: Celebrations are held for Sanyi jiaozhu 三一教主. The offerings are set out by the Huayuantang 华源堂, and funding is raised through voluntary contributions.",['Sanyi jiaozhu']
01-15,01-15,V443-2,"1/15, 7/15, and 10/15: Celebrations are held for the Sanguan dadi 三官大帝 of Heaven, Earth and Water. The offerings are set out by the Huayuantang 华源堂, and funding is raised through voluntary contributions.",['Sanguan dadi']
03-16,03-16,V443-3,"3/16: The birthday celebration of Xuantan yuanshuai 玄坛 元帅 is held. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The Xiaoyoushê 孝友社 organizes the ritual together, and funds are collected on a per capita basis.",['Xuantan yuanshuai']
10-25,10-25,V443-4,"10/25: The birthday celebration of Zunzhu mingwang 尊主 明王 and Houtu furen 后土夫人 is held. Opera is performed, and Daoist ritual masters are invited to conduct rituals. This is organized by the Xiaoyoushê 孝 友社, and funds are collected on a per capita basis.","['Houtu furen', 'Zunzhu mingwang']"
10-25,10-25,V444-1,"On 10/25, the birthday celebration of Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人 is held. Opera is performed, and Daoist ritual masters are invited to conduct rituals. These events are organized by the Longxingshê 龙兴社 and the Xiaoyoushê 孝友社, and funds are collected on a per capita basis.","['Houtu furen', 'Zunzhu mingwang']"
10-25,10-25,V445-1,"On 10/25 the birthday celebration of Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人 is held. Opera is performed, and Daoist ritual masters are invited to conduct rituals. These events are organized by the Xingningshê 兴宁社 and Xiaoyoushê 孝友社, and funds are collected on a per capita basis.","['Houtu furen', 'Zunzhu mingwang']"
